Period;January 1, 2016 12:00 AM -> May 11, 2023 9:00 AM;

;Time;Weather icon;Average Temperature (°C);Rainfall (mm);Afficheur Pont de FilAfficheur Pont de Fil;
;2022-07-11 00:00:00;Sunny;25.5;0;1741;
;2022-07-12 00:00:00;Partly cloudy;28;0;1789;
;2022-07-13 00:00:00;Partly cloudy;30;0;1431;
;2022-07-14 00:00:00;Partly cloudy;29;0;1393;
;2022-07-15 00:00:00;Sunny;24;0;1650;
;2022-07-16 00:00:00;Sunny;26;0;1367;
;2022-07-17 00:00:00;Sunny;28.5;0;1426;
;2022-07-18 00:00:00;Sunny;33;0;1220;
;2022-07-19 00:00:00;Sunny;28.5;0;1423;
;2022-07-20 00:00:00;Light rain shower;21;2.2;1399;
;2022-07-21 00:00:00;Mist;23.5;0;1796;
;2022-07-22 00:00:00;Patchy rain possible;23.5;3.3;1411;
;2022-07-23 00:00:00;Sunny;23.5;0;1648;
;2022-07-24 00:00:00;Sunny;27;0;1548;
;2022-07-25 00:00:00;Overcast;22.5;0;1487;
;2022-07-26 00:00:00;Overcast;21.5;0;1735;
;2022-07-27 00:00:00;Sunny;22.5;0;1765;
;2022-07-28 00:00:00;Partly cloudy;23;0;1603;
;2022-07-29 00:00:00;Sunny;24;0;1596;
;2022-07-30 00:00:00;Partly cloudy;25.5;0;1350;
;2022-07-31 00:00:00;Sunny;24;0;1537;
;2022-08-01 00:00:00;Sunny;26;0;1587;
;2022-08-02 00:00:00;Sunny;28;0;1636;
;2022-08-03 00:00:00;Sunny;31;0;1440;
;2022-08-04 00:00:00;Patchy rain possible;28.5;0.4;1473;
;2022-08-05 00:00:00;Patchy rain possible;24.5;0.4;1526;
;2022-08-06 00:00:00;Sunny;24;0;1326;
;2022-08-07 00:00:00;Sunny;24;0;1502;
;2022-08-08 00:00:00;Sunny;26;0;1435;
;2022-08-09 00:00:00;Sunny;27;0;1527;
;2022-08-10 00:00:00;Sunny;27.5;0;1492;
;2022-08-11 00:00:00;Sunny;29;0;1484;
;2022-08-12 00:00:00;Sunny;29;0;1314;
;2022-08-13 00:00:00;Sunny;29.5;0;1189;
;2022-08-14 00:00:00;Thundery outbreaks possible;24;1.2;1109;
;2022-08-15 00:00:00;Overcast;22;0.1;1231;
;2022-08-16 00:00:00;Thundery outbreaks possible;21;1;1180;
;2022-08-17 00:00:00;Light rain shower;18;4.9;1263;
;2022-08-18 00:00:00;Mist;21.5;0;1736;
;2022-08-19 00:00:00;Overcast;20.5;0;1319;
;2022-08-20 00:00:00;Cloudy;22;0.1;1572;
;2022-08-21 00:00:00;Overcast;22;0;1402;
;2022-08-22 00:00:00;Overcast;21;0;1524;
;2022-08-23 00:00:00;Partly cloudy;24.5;0;1829;
;2022-08-24 00:00:00;Partly cloudy;28.5;0;1774;
;2022-08-25 00:00:00;Partly cloudy;25;0;1576;
;2022-08-26 00:00:00;Partly cloudy;22;0;1757;
;2022-08-27 00:00:00;Partly cloudy;22;0;1750;
;2022-08-28 00:00:00;Sunny;24.5;0;1996;
;2022-08-29 00:00:00;Sunny;25.5;0;1824;
;2022-08-30 00:00:00;Partly cloudy;25.5;0;1965;
;2022-08-31 00:00:00;Mist;23.5;0;1952;
;2022-09-01 00:00:00;Patchy light rain in area with thunder;22;2.2;2117;
;2022-09-02 00:00:00;Patchy rain possible;20;0.5;1575;
;2022-09-03 00:00:00;Overcast;19.5;0;1630;
;2022-09-04 00:00:00;Partly cloudy;21.5;0;2161;
;2022-09-05 00:00:00;Patchy light rain in area with thunder;24;0.9;1660;
;2022-09-06 00:00:00;Mist;21;0;2133;
;2022-09-07 00:00:00;Light rain shower;20;0.3;1382;
;2022-09-08 00:00:00;Patchy rain possible;18.5;0.4;1711;
;2022-09-09 00:00:00;Light rain shower;17.5;0.5;1614;
;2022-09-10 00:00:00;Mist;19.5;0;1649;
;2022-09-11 00:00:00;Partly cloudy;21.5;0;1937;
;2022-09-12 00:00:00;Partly cloudy;25.5;0;2072;
;2022-09-13 00:00:00;Light rain shower;25;1.8;2077;
;2022-09-14 00:00:00;Patchy rain possible;23.5;0.5;1633;
;2022-09-15 00:00:00;Fog;18;0;1990;
;2022-09-16 00:00:00;Mist;17.5;0;1908;
;2022-09-17 00:00:00;Partly cloudy;13.5;0;1847;
;2022-09-18 00:00:00;Sunny;15;0;1953;
;2022-09-19 00:00:00;Sunny;15;0;2013;
;2022-09-20 00:00:00;Sunny;15;0;2140;
;2022-09-21 00:00:00;Sunny;16.5;0;2185;
;2022-09-22 00:00:00;Overcast;15.5;0;2158;
;2022-09-23 00:00:00;Overcast;17;0;1840;
;2022-09-24 00:00:00;Fog;15.5;0.1;1371;
;2022-09-25 00:00:00;Mist;14;0.1;1851;
;2022-09-26 00:00:00;Light drizzle;14.5;1.5;1398;
;2022-09-27 00:00:00;Overcast;13.5;0;1574;
;2022-09-28 00:00:00;Light rain;13;6.9;1396;
;2022-09-29 00:00:00;Patchy rain possible;12;0.2;1618;
;2022-09-30 00:00:00;Sunny;14;0.2;1765;
;2022-10-01 00:00:00;Light rain;16;6.3;793;
;2022-10-02 00:00:00;Patchy rain possible;19.5;0.2;1196;
;2022-10-03 00:00:00;Partly cloudy;18;0;1692;
;2022-10-04 00:00:00;Sunny;19;0;2018;
;2022-10-05 00:00:00;Sunny;20;0;1890;
;2022-10-06 00:00:00;Partly cloudy;14.5;0;1896;
;2022-10-07 00:00:00;Cloudy;15;0;1793;
;2022-10-08 00:00:00;Partly cloudy;14.5;0;1605;
;2022-10-09 00:00:00;Sunny;15;0;2057;
;2022-10-10 00:00:00;Overcast;17;0;1884;
;2022-10-11 00:00:00;Partly cloudy;18;0;2027;
;2022-10-12 00:00:00;Partly cloudy;14.5;0;2136;
;2022-10-13 00:00:00;Light rain;13.5;2;1416;
;2022-10-14 00:00:00;Light drizzle;16.5;0.3;1237;
;2022-10-15 00:00:00;Light drizzle;16.5;0.7;1068;
;2022-10-16 00:00:00;Mist;19;0.6;1460;
;2022-10-17 00:00:00;Light rain shower;18.5;1.5;1205;
;2022-10-18 00:00:00;Mist;19;0.2;2064;
;2022-10-19 00:00:00;Partly cloudy;22.5;0;2182;
;2022-10-20 00:00:00;Patchy rain possible;20;4.8;1595;
;2022-10-21 00:00:00;Patchy rain possible;19.5;1.7;1707;
;2022-10-22 00:00:00;Partly cloudy;18;0;1419;
;2022-10-23 00:00:00;Thundery outbreaks possible;21;0.1;1244;
;2022-10-24 00:00:00;Patchy rain possible;17;0.2;1331;
;2022-10-25 00:00:00;Overcast;16.5;0;1588;
;2022-10-26 00:00:00;Cloudy;19;0;1702;
;2022-10-27 00:00:00;Partly cloudy;21;0;1679;
;2022-10-28 00:00:00;Partly cloudy;24.5;0;1576;
;2022-10-29 00:00:00;Partly cloudy;21;0;1234;
;2022-10-30 00:00:00;Partly cloudy;18;0;1124;
;2022-10-31 00:00:00;Patchy rain possible;17.5;0.6;856;
;2022-11-01 00:00:00;Cloudy;14.5;0.6;1176;
;2022-11-02 00:00:00;Cloudy;13;0.6;1360;
;2022-11-03 00:00:00;Light rain shower;14;0.9;884;
;2022-11-04 00:00:00;Light rain shower;11;0.8;1110;
;2022-11-05 00:00:00;Overcast;10.5;0;1130;
;2022-11-06 00:00:00;Light drizzle;11.5;0.6;713;
;2022-11-07 00:00:00;Overcast;12.5;0;1441;
;2022-11-08 00:00:00;Patchy rain possible;14;0.1;1469;
;2022-11-09 00:00:00;Patchy rain possible;13.5;0.3;1501;
;2022-11-10 00:00:00;Sunny;12.5;0;1617;
;2022-11-11 00:00:00;Overcast;12;0;1272;
;2022-11-12 00:00:00;Overcast;15;0;1384;
;2022-11-13 00:00:00;Sunny;15;0;1431;
;2022-11-14 00:00:00;Patchy light drizzle;13.5;0.3;1507;
;2022-11-15 00:00:00;Light rain shower;12;1;1096;
;2022-11-16 00:00:00;Light drizzle;11;1.4;1216;
;2022-11-17 00:00:00;Light rain shower;11.5;2.8;1252;
;2022-11-18 00:00:00;Patchy rain possible;9.5;0.1;1538;
;2022-11-19 00:00:00;Sunny;7.5;0;1201;
;2022-11-20 00:00:00;Light drizzle;8;1.3;614;
;2022-11-21 00:00:00;Light rain shower;8.5;2.7;1071;
;2022-11-22 00:00:00;Patchy light drizzle;8.5;0.3;1518;
;2022-11-23 00:00:00;Light rain shower;10;0.4;1375;
;2022-11-24 00:00:00;Patchy rain possible;10;0.3;1445;
;2022-11-25 00:00:00;Patchy rain possible;10;0.7;1495;
;2022-11-26 00:00:00;Overcast;9;0;963;
;2022-11-27 00:00:00;Cloudy;10.5;0;788;
;2022-11-28 00:00:00;Patchy rain possible;9.5;0.8;1341;
;2022-11-29 00:00:00;Overcast;8;0;1562;
;2022-11-30 00:00:00;Partly cloudy;8;0;1456;
;2022-12-01 00:00:00;Overcast;6;0;1438;
;2022-12-02 00:00:00;Overcast;4.5;0;1269;
;2022-12-03 00:00:00;Light snow;2;0;803;
;2022-12-04 00:00:00;Overcast;3.5;0;646;
;2022-12-05 00:00:00;Overcast;5.5;0.3;1261;
;2022-12-06 00:00:00;Partly cloudy;4.5;0;1285;
;2022-12-07 00:00:00;Cloudy;4;0;1451;
;2022-12-08 00:00:00;Sunny;4;0;1317;
;2022-12-09 00:00:00;Sunny;3;0;1192;
;2022-12-10 00:00:00;Sunny;0.5;0;767;
;2022-12-11 00:00:00;Sunny;1;0;634;
;2022-12-12 00:00:00;Overcast;0.5;0;1118;
;2022-12-13 00:00:00;Partly cloudy;1.5;0;1144;
;2022-12-14 00:00:00;Light rain shower;7.5;1.8;862;
;2022-12-15 00:00:00;Light sleet;0;1.6;1066;
;2022-12-16 00:00:00;Sunny;1;0;1015;
;2022-12-17 00:00:00;Sunny;0.5;0;607;
;2022-12-18 00:00:00;Cloudy;2;0;547;
;2022-12-19 00:00:00;Overcast;11.5;0;829;
;2022-12-20 00:00:00;Patchy rain possible;12.5;0.1;664;
;2022-12-21 00:00:00;Patchy rain possible;8;2.2;709;
;2022-12-22 00:00:00;Light rain shower;12.5;2;592;
;2022-12-23 00:00:00;Light rain shower;13.5;1.7;500;
;2022-12-24 00:00:00;Patchy rain possible;10;0.4;438;
;2022-12-25 00:00:00;Partly cloudy;11;0;319;
;2022-12-26 00:00:00;Light rain;7.5;2.3;513;
;2022-12-27 00:00:00;Partly cloudy;4.5;0;727;
;2022-12-28 00:00:00;Overcast;8.5;0.1;556;
;2022-12-29 00:00:00;Light rain shower;9;1.7;727;
;2022-12-30 00:00:00;Light rain shower;11;1.8;381;
;2022-12-31 00:00:00;Patchy rain possible;15;0.1;756;
;2023-01-01 00:00:00;Overcast;12.5;0;519;
;2023-01-02 00:00:00;Light rain;8.5;5.4;767;
;2023-01-03 00:00:00;Mist;8.5;0;1450;
;2023-01-04 00:00:00;Overcast;9.5;0;1100;
;2023-01-05 00:00:00;Light drizzle;12.5;1.6;1250;
;2023-01-06 00:00:00;Overcast;11;0;1347;
;2023-01-07 00:00:00;Light rain shower;9;0.6;827;
;2023-01-08 00:00:00;Light rain shower;8.5;5.1;630;
;2023-01-09 00:00:00;Light rain shower;7.5;0.7;1214;
;2023-01-10 00:00:00;Light rain;9.5;2.4;1116;
;2023-01-11 00:00:00;Light drizzle;11;1.2;1429;
;2023-01-12 00:00:00;Overcast;10.5;0;1206;
;2023-01-13 00:00:00;Light rain shower;10;0.5;1379;
;2023-01-14 00:00:00;Patchy rain possible;10;1.1;547;
;2023-01-15 00:00:00;Light rain;8.5;3.4;928;
;2023-01-16 00:00:00;Light rain shower;6;3.7;1002;
;2023-01-17 00:00:00;Patchy rain possible;3;0.4;1010;
;2023-01-18 00:00:00;Moderate snow;2;0.2;1281;
;2023-01-19 00:00:00;Cloudy;2;0;1339;
;2023-01-20 00:00:00;Partly cloudy;2;0;1048;
;2023-01-21 00:00:00;Overcast;2.5;0;757;
;2023-01-22 00:00:00;Sunny;2;0;650;
;2023-01-23 00:00:00;Overcast;1.5;0;1062;
;2023-01-24 00:00:00;Overcast;2;0;1178;
;2023-01-25 00:00:00;Mist;3;0;1220;
;2023-01-26 00:00:00;Light drizzle;2.5;1.3;1069;
;2023-01-27 00:00:00;Overcast;4;0.1;1080;
;2023-01-28 00:00:00;Overcast;2.5;0;838;
;2023-01-29 00:00:00;Partly cloudy;2.5;0;781;
;2023-01-30 00:00:00;Overcast;4.5;0;1039;
;2023-01-31 00:00:00;Overcast;4.5;0;1429;
;2023-02-01 00:00:00;Light drizzle;6.5;0.5;1322;
;2023-02-02 00:00:00;Partly cloudy;7;0;1357;
;2023-02-03 00:00:00;Sunny;7;0;1413;
;2023-02-04 00:00:00;Sunny;8;0;946;
;2023-02-05 00:00:00;Mist;6.5;0;1225;
;2023-02-06 00:00:00;Partly cloudy;5;0;1345;
;2023-02-07 00:00:00;Overcast;4;0;1455;
;2023-02-08 00:00:00;Sunny;4;0;1378;
;2023-02-09 00:00:00;Overcast;3;0;1371;
;2023-02-10 00:00:00;Partly cloudy;4.5;0;1261;
;2023-02-11 00:00:00;Partly cloudy;7;0;1226;
;2023-02-12 00:00:00;Sunny;8;0;1026;
;2023-02-13 00:00:00;Sunny;7.5;0;1047;
;2023-02-14 00:00:00;Sunny;8.5;0;1282;
;2023-02-15 00:00:00;Overcast;10;0;1306;
;2023-02-16 00:00:00;Overcast;10;0;1216;
;2023-02-17 00:00:00;Overcast;10;0;896;
;2023-02-18 00:00:00;Mist;11;0;837;
;2023-02-19 00:00:00;Mist;10.5;0;981;
;2023-02-20 00:00:00;Partly cloudy;10.5;0;1034;
;2023-02-21 00:00:00;Overcast;10;0;1138;
;2023-02-22 00:00:00;Light rain shower;9;0.4;728;
;2023-02-23 00:00:00;Light rain;7.5;3.9;728;
;2023-02-24 00:00:00;Overcast;8.5;0;763;
;2023-02-25 00:00:00;Overcast;6;0.1;799;
;2023-02-26 00:00:00;Sunny;4;0;767;
;2023-02-27 00:00:00;Sunny;4;0;1151;
;2023-02-28 00:00:00;Partly cloudy;3;0;1344;
;2023-03-01 00:00:00;Sunny;3.5;0;1444;
;2023-03-02 00:00:00;Overcast;3;0;1470;
;2023-03-03 00:00:00;Sunny;6;0;1351;
;2023-03-04 00:00:00;Sunny;6.5;0;1081;
;2023-03-05 00:00:00;Mist;4;0;936;
;2023-03-06 00:00:00;Overcast;4;0;1329;
;2023-03-07 00:00:00;Overcast;4.5;0.2;1548;
;2023-03-08 00:00:00;Light rain shower;9.5;35.3;1024;
;2023-03-09 00:00:00;Light rain shower;11.5;8.7;1113;
;2023-03-10 00:00:00;Light rain shower;7.5;14.4;962;
;2023-03-11 00:00:00;Light rain;4.5;12;838;
;2023-03-12 00:00:00;Patchy rain possible;11;0.3;1148;
;2023-03-13 00:00:00;Light rain shower;14;2;1012;
;2023-03-14 00:00:00;Patchy rain possible;7;3.4;1340;
;2023-03-15 00:00:00;Overcast;5.5;0;1604;
;2023-03-16 00:00:00;Overcast;11.5;0;1681;
;2023-03-17 00:00:00;Thundery outbreaks possible;12.5;0.5;1236;
;2023-03-18 00:00:00;Light rain shower;12.5;3;768;
;2023-03-19 00:00:00;Patchy rain possible;11.5;0.7;966;
;2023-03-20 00:00:00;Partly cloudy;11.5;0;1577;
;2023-03-21 00:00:00;Light drizzle;11;0.5;1523;
;2023-03-22 00:00:00;Moderate rain;9.5;6.7;1451;
;2023-03-23 00:00:00;Light rain;13;3.6;1347;
;2023-03-24 00:00:00;Light rain shower;12;18.1;1249;
;2023-03-25 00:00:00;Patchy rain possible;11;0.8;1027;
;2023-03-26 00:00:00;Light rain shower;8.5;9.6;542;
;2023-03-27 00:00:00;Overcast;8;0;1393;
;2023-03-28 00:00:00;Partly cloudy;8;0;1713;
;2023-03-29 00:00:00;Partly cloudy;13.5;0;1761;
;2023-03-30 00:00:00;Light rain shower;13.5;2.8;1566;
;2023-03-31 00:00:00;Light rain shower;12;30.1;1010;
;2023-04-01 00:00:00;Light rain shower;10.5;4.4;895;
;2023-04-02 00:00:00;Light rain shower;8;8.9;889;
;2023-04-03 00:00:00;Sunny;9;0;1538;
;2023-04-04 00:00:00;Sunny;7;0;1768;
;2023-04-05 00:00:00;Partly cloudy;8.5;0;1704;
;2023-04-06 00:00:00;Overcast;10.5;0.3;1463;
;2023-04-07 00:00:00;Sunny;10;0.2;1376;
;2023-04-08 00:00:00;Partly cloudy;10;0;1385;
;2023-04-09 00:00:00;Partly cloudy;11.5;0;1549;
;2023-04-10 00:00:00;Patchy rain possible;12;0.5;741;
;2023-04-11 00:00:00;Fog;11;0;1471;
;2023-04-12 00:00:00;Light rain shower;9;19.5;1243;
;2023-04-13 00:00:00;Light rain shower;8;6.5;1492;
;2023-04-14 00:00:00;Light rain;6;11.4;932;
;2023-04-15 00:00:00;Light rain shower;9.5;1.2;1131;
;2023-04-16 00:00:00;Overcast;10;0;1293;
;2023-04-17 00:00:00;Light rain shower;9;1.8;1286;
;2023-04-18 00:00:00;Overcast;9;0.7;1506;
;2023-04-19 00:00:00;Patchy rain possible;11.5;0.2;1504;
;2023-04-20 00:00:00;Partly cloudy;11;0;1524;
;2023-04-21 00:00:00;Mist;9;0;1349;
;2023-04-22 00:00:00;Light rain shower;11.5;17.1;941;
;2023-04-23 00:00:00;Light rain shower;11;13.1;621;
;2023-04-24 00:00:00;Patchy rain possible;10;0.4;1124;
;2023-04-25 00:00:00;Patchy rain possible;10;0.1;1332;
;2023-04-26 00:00:00;Mist;11;1.2;1228;
;2023-04-27 00:00:00;Light drizzle;13;1.8;1076;
;2023-04-28 00:00:00;Light rain shower;16.5;10.8;1284;
;2023-04-29 00:00:00;Moderate rain;13.5;24.2;1397;
;2023-04-30 00:00:00;Light rain shower;14;13.3;1829;
;2023-05-01 00:00:00;Light rain shower;14;3.6;1520;
;2023-05-02 00:00:00;Mist;13.5;0;1918;
;2023-05-03 00:00:00;Sunny;14.5;0;2167;
;2023-05-04 00:00:00;Light rain shower;16;3;1883;
;2023-05-05 00:00:00;Cloudy;15.5;0;1508;
;2023-05-06 00:00:00;Overcast;15.5;0;1562;
;2023-05-07 00:00:00;Light rain shower;16;3.2;1405;
;2023-05-08 00:00:00;Overcast;15;0.2;1419;
;2023-05-09 00:00:00;;;;981;
;2023-05-10 00:00:00;;;;1473;
;2023-05-11 00:00:00;;;;318;
